"","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year"
"979385",1111480,2016440600,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","12/07/2016 09:26:00 PM","12/07/2016 06:02:00 PM","12/07/2016 09:00:00 PM","32XX BLOCK OF EASTLAKE AV E","C","C1","6100.1008",-122.321708679,47.651016235,"(47.651016235, -122.321708679)",12,2016
"27981",1060285,2016384986,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","10/24/2016 05:04:00 PM","10/24/2016 12:37:00 PM","","3 AV / VINE ST","D","D1","8001.1009",-122.347969055,47.616577148,"(47.616577148, -122.347969055)",10,2016
"567394",537889,2009182786,"5016",1,"VIOL-COURT ORDER","5000","VIOLATION OF COURT ORDER","05/28/2009 01:57:00 PM","04/28/2009 08:30:00 AM","","15XX BLOCK OF 4 AV S","O","O1","9300.2072",-122.329048251,47.588782556,"(47.588782556, -122.329048251)",5,2009
"806922",809678,2016110380,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","03/31/2016 06:57:00 AM","03/31/2016 06:57:00 AM","","117XX BLOCK OF 33 PL NE","L","L3","700.2016",-122.292015076,47.714504242,"(47.714504242, -122.292015076)",3,2016
"436182",305391,2010154401,"5015",2,"WARRARR-MISDEMEANOR","5000","WARRANT ARREST","05/11/2010 05:16:00 PM","05/11/2010 05:16:00 PM","","45XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.2009",-122.313115708,47.662180578,"(47.662180578, -122.313115708)",5,2010
"1000807",1180500,2012389345,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","11/13/2012 10:45:00 AM","11/13/2012 06:25:00 AM","","11XX BLOCK OF BROADWAY","E","E3","8400.2000",-122.320762634,47.612110138,"(47.612110138, -122.320762634)",11,2012
"1033740",1284095,2017299751,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","08/14/2017 12:52:00 AM","08/14/2017 12:52:00 AM","","6 AV W / W NICKERSON ST","Q","Q2","5900.1030",-122.364463806,47.651638031,"(47.651638031, -122.364463806)",8,2017
"316010",1600423,2008114685,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","03/29/2008 08:48:00 PM","03/29/2008 07:00:00 PM","03/29/2008 08:48:00 PM","54XX BLOCK OF 39 AV S","R","R3","10300.5018",-122.283485413,47.553058624,"(47.553058624, -122.283485413)",3,2008
"262726",1556122,2008262486,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","07/17/2008 07:44:00 AM","07/14/2008 10:15:00 PM","","21XX BLOCK OF TERRY AV","D","D2","7300.3020",-122.336730957,47.618171692,"(47.618171692, -122.336730957)",7,2008
"979189",1110629,2014392935,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","11/24/2014 10:06:00 AM","11/24/2014 01:47:00 AM","","22XX BLOCK OF QUEEN ANNE AV N","Q","Q2","6800.2001",-122.356918335,47.638988495,"(47.638988495, -122.356918335)",11,2014
"143037",1463920,201025070,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","01/22/2010 03:45:00 PM","12/30/2009 09:00:00 AM","12/30/2009 03:00:00 PM","30XX BLOCK OF 39 AV SW","W","W1","9800.2004",-122.381355286,47.576259613,"(47.576259613, -122.381355286)",1,2010
"691045",663242,2015424657,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","12/07/2015 02:55:00 PM","12/07/2015 02:55:00 PM","","44XX BLOCK OF 39 AV S","R","R3","10100.2010",-122.283866882,47.563484192,"(47.563484192, -122.283866882)",12,2015
"616928",1232445,2017250956,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","07/10/2017 05:36:00 PM","07/10/2017 05:36:00 PM","","64XX BLOCK OF 8 AV NW","B","B2","3400.1007",-122.366035461,47.675624847,"(47.675624847, -122.366035461)",7,2017
"685919",656374,2016900343,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/14/2016 09:36:00 PM","01/14/2016 07:45:00 PM","01/14/2016 08:45:00 PM","134XX BLOCK OF MERIDIAN AV N","N","N2","600.1010",-122.334197998,47.726314545,"(47.726314545, -122.334197998)",1,2016
"320152",1283837,2017350737,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","09/20/2017 03:40:00 PM","09/20/2017 02:00:00 PM","09/20/2017 03:00:00 PM","W GREEN LAKE DR N / STONE AV N","J","J3","2700.4027",-122.341636658,47.682159424,"(47.682159424, -122.341636658)",9,2017
"20175",1052460,2016361650,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","10/05/2016 06:21:00 PM","10/02/2016 06:00:00 AM","10/02/2016 06:00:00 AM","20XX BLOCK OF TERRY AV","D","D2","7300.2025",-122.335525513,47.617435455,"(47.617435455, -122.335525513)",10,2016
"66841",1433570,2010262606,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","07/30/2010 12:45:00 AM","07/29/2010 11:27:00 PM","","4XX BLOCK OF BROADWAY E","E","E1","7401.2004",-122.320915222,47.622558594,"(47.622558594, -122.320915222)",7,2010
"130674",1459030,201058054,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","02/20/2010 01:37:00 PM","02/20/2010 01:37:00 PM","","79XX BLOCK OF RAINIER AV S","S","S2","11800.6001",-122.269989014,47.530963898,"(47.530963898, -122.269989014)",2,2010
"901534",939815,2012173465,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","06/04/2012 12:55:00 PM","06/04/2012 12:50:00 PM","","6XX BLOCK OF PINE ST","M","M2","8200.1002",-122.334815979,47.612369537,"(47.612369537, -122.334815979)",6,2012
"250710",1544546,2008357730,"2604",0,"FRAUD-IDENTITY THEFT","2600","FRAUD","09/23/2008 01:28:00 PM","01/01/2004 10:00:00 AM","","103XX BLOCK OF MERIDIAN AV N","N","N3","1300.1010",-122.33391571,47.704128265,"(47.704128265, -122.33391571)",9,2008
"475454",350483,2009277593,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","08/07/2009 11:48:00 AM","07/31/2009 05:00:00 PM","07/31/2009 05:30:00 PM","SW HOLDEN ST / 26 AV SW","F","F1","10701.2022",-122.365818362,47.533702528,"(47.533702528, -122.365818362)",8,2009
"289161",1580694,200856295,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","02/12/2008 04:12:00 PM","02/12/2008 04:12:00 PM","","65XX BLOCK OF 44 AV SW","W","W3","10600.3014",-122.388710022,47.543865204,"(47.543865204, -122.388710022)",2,2008
"1021087",1242516,2017213328,"3532",0,"NARC-POSSESS-COCAINE","3500","NARCOTICS","06/14/2017 01:45:00 AM","06/14/2017 01:45:00 AM","","1XX BLOCK OF YESLER WY","K","K1","8100.1036",-122.334037781,47.601722717,"(47.601722717, -122.334037781)",6,2017
"1028347",1382474,2017364237,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","09/30/2017 05:22:00 PM","09/29/2017 08:00:00 PM","","8XX BLOCK OF MAYNARD AV S","K","K2","9300.1008",-122.325073242,47.595417023,"(47.595417023, -122.325073242)",9,2017
"997433",1170432,201785966,"5707",0,"TRESPASS","5700","TRESPASS","03/10/2017 04:27:00 PM","03/10/2017 04:27:00 PM","","77XX BLOCK OF RAINIER AV S","S","S2","11102.4008",-122.269989014,47.53314209,"(47.53314209, -122.269989014)",3,2017
"419741",285689,2010368207,"1316",4,"THREATS-OTHER","1300","THREATS","10/21/2010 01:17:00 PM","10/20/2010 04:30:00 PM","10/20/2010 04:40:00 PM","S HENDERSON ST / RAINIER AV S","S","S3","11800.4006",-122.269987093,47.523306764,"(47.523306764, -122.269987093)",10,2010
"669405",1475386,201825467,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","01/21/2018 02:34:00 PM","01/21/2018 02:34:00 PM","","9XX BLOCK OF E PIKE ST","E","E2","7500.4016",-122.320114136,47.614078522,"(47.614078522, -122.320114136)",1,2018
"76189",1105526,2016378588,"1316",3,"THREATS-KILL","1300","THREATS","10/19/2016 01:05:00 PM","10/19/2016 01:05:00 PM","","19XX BLOCK OF 2 AV","M","M1","8002.1002",-122.3411026,47.611347198,"(47.611347198, -122.3411026)",10,2016
"263930",1557367,2008249536,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","07/08/2008 08:00:00 AM","07/07/2008 07:00:00 PM","07/08/2008 06:45:00 AM","23XX BLOCK OF 14 AV E","C","C2","6100.2025",-122.313186646,47.640285492,"(47.640285492, -122.313186646)",7,2008
"255640",1549328,2008320133,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","08/27/2008 05:03:00 PM","08/27/2008 05:03:00 PM","","6XX BLOCK OF PINE ST","M","M2","8200.1002",-122.334815979,47.612369537,"(47.612369537, -122.334815979)",8,2008
"236551",1530319,2008476529,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","12/24/2008 11:12:00 PM","12/24/2008 11:00:00 PM","","21XX BLOCK OF WESTERN AV","D","D1","8002.2006",-122.345420837,47.611557007,"(47.611557007, -122.345420837)",12,2008
"342234",1304262,2017387395,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/18/2017 03:28:00 PM","10/17/2017 09:00:00 PM","10/18/2017 04:09:00 AM","36XX BLOCK OF 36 AV S","R","R2","10100.5014",-122.288269043,47.570674896,"(47.570674896, -122.288269043)",10,2017
"314398",1278424,2017328677,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/04/2017 02:10:00 PM","09/03/2017 10:00:00 PM","09/04/2017 12:30:00 AM","22XX BLOCK OF 1 AV S","O","O1","9300.3026",-122.334197998,47.582935333,"(47.582935333, -122.334197998)",9,2017
"1055941",1357417,2017453646,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","12/09/2017 08:20:00 AM","11/29/2017 08:00:00 AM","12/05/2017 09:00:00 PM","10XX BLOCK OF NE 65 ST","U","U1","2600.3012",-122.316513062,47.675823212,"(47.675823212, -122.316513062)",12,2017
"145156",1172591,2017125252,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","04/10/2017 12:24:00 PM","04/10/2017 08:00:00 AM","04/10/2017 09:00:00 AM","1 AV N / REPUBLICAN ST","Q","Q3","7100.2001",-122.355415344,47.623271942,"(47.623271942, -122.355415344)",4,2017
"1020521",1240480,2017906458,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","07/19/2017 10:54:00 PM","07/19/2017 07:15:00 PM","07/19/2017 10:15:00 PM","HARRISON ST / DEXTER AV N","D","D2","7200.1036",-122.342376709,47.622055054,"(47.622055054, -122.342376709)",7,2017
"167457",1193337,2017164225,"1203",3,"ROBBERY-BUSINESS-BODYFORCE","1200","ROBBERY","05/10/2017 02:08:00 PM","05/10/2017 02:08:00 PM","","14XX BLOCK OF 3 AV","M","M3","8100.2015",-122.337341309,47.60925293,"(47.60925293, -122.337341309)",5,2017
"657773",1367482,2017265860,"2299",1,"BURGLARY-SECURE PARKING-NONRES","2200","BURGLARY","07/21/2017 08:43:00 AM","07/20/2017 06:30:00 AM","07/20/2017 03:30:00 PM","14XX BLOCK OF 10 AV","E","E2","7500.4017",-122.319442749,47.613513947,"(47.613513947, -122.319442749)",7,2017
"869666",896420,201318700,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","01/16/2013 11:20:00 PM","01/16/2013 11:20:00 PM","","51XX BLOCK OF 27 AV NE","U","U3","4301.1004",-122.298500061,47.666744232,"(47.666744232, -122.298500061)",1,2013
"71242",1100601,2016462291,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","12/26/2016 06:08:00 AM","12/26/2016 06:08:00 AM","","3XX BLOCK OF 2 AV S","K","K3","9200.2028",-122.330810547,47.600463867,"(47.600463867, -122.330810547)",12,2016
"1071586",1386434,201833172,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","01/27/2018 06:25:00 PM","01/02/2018 12:00:00 PM","01/09/2018 12:00:00 PM","96XX BLOCK OF FREMONT AV N","J","J1","1701.2000",-122.350013733,47.699180603,"(47.699180603, -122.350013733)",1,2018
"21551",1053839,2016296166,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","08/16/2016 11:25:00 AM","08/11/2016 03:34:00 PM","","27XX BLOCK OF UTAH AV S","O","O1","9300.2063",-122.335128784,47.578769684,"(47.578769684, -122.335128784)",8,2016
"340008",1607738,201813044,"2804",0,"PROPERTY STOLEN-POSSESS","2800","STOLEN PROPERTY","01/11/2018 01:06:00 PM","01/11/2018 01:06:00 PM","","4XX BLOCK OF MINOR AV N","D","D3","7300.1020",-122.333000183,47.622543335,"(47.622543335, -122.333000183)",1,2018
"115720",1452062,2010109023,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","04/04/2010 02:07:00 AM","04/04/2010 02:07:00 AM","","99XX BLOCK OF HOLMAN RD NW","N","N1","1400.3010",-122.362731934,47.701393127,"(47.701393127, -122.362731934)",4,2010
"637765",1312814,2017393066,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","10/23/2017 01:52:00 AM","10/23/2017 01:39:00 AM","","14XX BLOCK OF E REPUBLICAN ST","C","C1","7500.1004",-122.31313324,47.623104095,"(47.623104095, -122.31313324)",10,2017
"1095386",1411412,2010431314,"5707",0,"TRESPASS","5700","TRESPASS","12/15/2010 01:40:00 PM","12/15/2010 01:40:00 PM","","10 AV S / S KING ST","K","K3","9100.1012",-122.319648743,47.59834671,"(47.59834671, -122.319648743)",12,2010
"232010",1525579,200925446,"4199",0,"LIQUOR LAW VIOLATION","4100","LIQUOR VIOLATION","01/21/2009 01:58:00 PM","01/21/2009 12:52:00 PM","","19XX BLOCK OF WESTERN AV","M","M1","8100.3011",-122.342880249,47.60981369,"(47.60981369, -122.342880249)",1,2009
"317923",1281789,2017338288,"2404",4,"VEH-THEFT-MTRCYCLE","2400","VEHICLE THEFT","09/11/2017 01:40:00 PM","09/11/2017 08:45:00 AM","09/11/2017 01:00:00 PM","RAINIER AV S / CORNELL AV S","S","S3","11900.1002",-122.247032166,47.511051178,"(47.511051178, -122.247032166)",9,2017
"62321",1092337,2016442291,"2799",0,"EMBEZZLE","2700","EMBEZZLE","12/09/2016 09:10:00 AM","08/01/2016 09:10:00 AM","12/06/2016 12:00:00 PM","31XX BLOCK OF FRANKLIN AV E","C","C1","6100.1010",-122.321670532,47.649250031,"(47.649250031, -122.321670532)",12,2016
"440508",310113,201094979,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","03/23/2010 04:48:00 AM","03/23/2010 12:01:00 AM","03/23/2010 03:30:00 AM","42XX BLOCK OF 8 AV NE","U","U2","5200.1004",-122.319786353,47.658488958,"(47.658488958, -122.319786353)",3,2010
"393563",9675,2010215789,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","06/25/2010 01:06:00 PM","06/24/2010 04:30:00 PM","06/25/2010 12:30:00 PM","19XX BLOCK OF 4 AV S","O","O1","9300.3012",-122.329058006,47.585073702,"(47.585073702, -122.329058006)",6,2010
"283294",1575463,2017348087,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/18/2017 03:31:00 PM","09/18/2017 02:25:00 PM","09/18/2017 02:55:00 PM","47XX BLOCK OF NE 70 ST","U","U3","3900.2002",-122.278236389,47.679409027,"(47.679409027, -122.278236389)",9,2017
"994192",1159940,2017102268,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","03/23/2017 02:13:00 PM","03/23/2017 02:13:00 PM","","46XX BLOCK OF S RAYMOND PL","R","R3","10200.3012",-122.274330139,47.548213959,"(47.548213959, -122.274330139)",3,2017
"1038829",1301384,2017378143,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/11/2017 01:09:00 PM","10/11/2017 11:04:00 AM","","1XX BLOCK OF S WASHINGTON ST","K","K2","9200.2023",-122.333526611,47.600883484,"(47.600883484, -122.333526611)",10,2017
"926067",969344,2011382564,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","11/27/2011 11:53:00 AM","11/27/2011 03:00:00 AM","11/27/2011 05:00:00 AM","90XX BLOCK OF 4 AV NW","J","J1","1702.4015",-122.362014771,47.695148468,"(47.695148468, -122.362014771)",11,2011
"998971",1174967,2017121532,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","04/07/2017 10:42:00 AM","04/05/2017 07:00:00 PM","04/06/2017 10:00:00 AM","29XX BLOCK OF 1 AV S","O","O1","9300.3030",-122.334205627,47.576652527,"(47.576652527, -122.334205627)",4,2017
"638325",1323341,2017408014,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","11/03/2017 03:31:00 AM","11/03/2017 03:31:00 AM","","42 AV S / S JUNEAU ST","R","R3","10300.2009",-122.280799866,47.549694061,"(47.549694061, -122.280799866)",11,2017
"944745",996048,2011233838,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","07/19/2011 04:24:00 PM","07/19/2011 08:00:00 AM","","40XX BLOCK OF 25 AV S","R","R1","10001.1025",-122.300170898,47.567012787,"(47.567012787, -122.300170898)",7,2011
"361849",1321589,2017393223,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/23/2017 08:06:00 AM","10/22/2017 02:00:00 PM","10/23/2017 07:00:00 AM","81XX BLOCK OF 10 AV SW","F","F3","11300.5011",-122.34803772,47.529224396,"(47.529224396, -122.34803772)",10,2017
"373692",1617820,2018102090,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","03/22/2018 11:05:00 AM","03/21/2018 11:04:00 AM","03/21/2018 03:53:00 PM","18XX BLOCK OF 19 AV","C","C2","7900.5001",-122.307388306,47.618053436,"(47.618053436, -122.307388306)",3,2018
"363452",1322982,2017910517,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/17/2017 11:49:00 PM","11/17/2017 02:00:00 PM","11/17/2017 10:35:00 PM","SENECA ST / 5 AV","M","M3","8100.2022",-122.333106995,47.607978821,"(47.607978821, -122.333106995)",11,2017
"1058047",1363694,20189765,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","01/08/2018 11:20:00 PM","01/06/2018 12:01:00 AM","01/06/2018 11:59:00 PM","28XX BLOCK OF 32 AV S","R","R2","9500.4011",-122.291923523,47.577430725,"(47.577430725, -122.291923523)",1,2018
"492561",370704,2009123008,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","04/12/2009 02:25:00 AM","04/12/2009 01:30:00 AM","04/12/2009 02:00:00 AM","S KING ST / OCCIDENTAL AV S","K","K2","9300.2016",-122.332884904,47.598288581,"(47.598288581, -122.332884904)",4,2009
"874893",903062,2012420780,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","12/09/2012 07:11:00 PM","12/09/2012 07:11:00 PM","","123XX BLOCK OF 15 AV NE","L","L1","700.3004",-122.312644958,47.718509674,"(47.718509674, -122.312644958)",12,2012
"84355",1112980,2016459045,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","12/22/2016 08:38:00 PM","12/22/2016 07:23:00 PM","","3XX BLOCK OF PINE ST","M","M2","8100.2002",-122.338150024,47.610973358,"(47.610973358, -122.338150024)",12,2016
"523462",406885,2008341031,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/11/2008 02:42:00 PM","09/10/2008 04:20:00 PM","09/11/2008 10:30:00 AM","40XX BLOCK OF CALIFORNIA AV SW","W","W2","9800.4008",-122.386770446,47.567464004,"(47.567464004, -122.386770446)",9,2008
"721113",696212,2015211487,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","06/23/2015 07:00:00 AM","06/22/2015 09:00:00 PM","06/23/2015 06:00:00 AM","7XX BLOCK OF N 75 ST","J","J3","2800.2006",-122.348136902,47.683300018,"(47.683300018, -122.348136902)",6,2015
"260383",1553786,2008281177,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","07/30/2008 05:13:00 PM","07/29/2008 05:00:00 PM","07/30/2008 05:00:00 PM","105XX BLOCK OF LAKE CITY WY NE","L","L3","1000.2001",-122.301628113,47.705738068,"(47.705738068, -122.301628113)",7,2008
"107820",1449469,2010131292,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","04/22/2010 04:57:00 PM","04/15/2010 01:00:00 PM","04/21/2010 12:30:00 PM","27XX BLOCK OF NE 110 ST","L","L3","1000.1009",-122.298683167,47.70841217,"(47.70841217, -122.298683167)",4,2010
"330965",1293883,2017367586,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","10/03/2017 12:12:00 PM","09/30/2017 01:00:00 AM","","8XX BLOCK OF E PINE ST","E","E2","8400.1007",-122.321464539,47.61523056,"(47.61523056, -122.321464539)",10,2017
"1041676",1311149,2016214,"1304",0,"ASSLT-AGG-GUN","1300","ASSAULT","01/01/2016 04:03:00 AM","01/01/2016 02:47:00 AM","","MARTIN LUTHER KING JR WY / E UNION ST","C","C3","7700.1032",-122.296195984,47.612937927,"(47.612937927, -122.296195984)",1,2016
"389283",5277,2010156644,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","05/13/2010 01:52:00 PM","04/30/2010 08:00:00 PM","05/03/2010 08:00:00 AM","45XX BLOCK OF NE 55 ST","U","U3","4200.2018",-122.278612445,47.669159187,"(47.669159187, -122.278612445)",5,2010
"406244",261202,201197749,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","03/26/2011 11:42:00 AM","03/24/2011 05:30:00 AM","03/24/2011 11:30:00 AM","87XX BLOCK OF GREENWOOD AV N","J","J1","1701.2015",-122.355330165,47.693317652,"(47.693317652, -122.355330165)",3,2011
"996646",1168156,2017118919,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","04/05/2017 11:58:00 AM","03/29/2017 12:00:00 PM","04/02/2017 02:00:00 PM","33XX BLOCK OF YORK RD S","R","R2","9500.3052",-122.287208557,47.573036194,"(47.573036194, -122.287208557)",4,2017
"334538",1297315,2017376782,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","10/10/2017 11:11:00 AM","10/10/2017 05:00:00 AM","10/10/2017 11:00:00 AM","28XX BLOCK OF NW 56 ST","B","B1","3200.3008",-122.394264221,47.669467926,"(47.669467926, -122.394264221)",10,2017
"64293",1432666,2010267635,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","08/03/2010 01:48:00 PM","08/02/2010 08:30:00 PM","08/02/2010 08:35:00 PM","14XX BLOCK OF 3 AV S","K","K2","9300.2028",-122.337341309,47.60925293,"(47.60925293, -122.337341309)",8,2010
"696565",670089,2015907091,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","10/30/2015 12:59:00 PM","10/23/2015 10:00:00 PM","10/24/2015 09:00:00 AM","14XX BLOCK OF ORANGE PL N","Q","Q2","7000.1002",-122.353744507,47.631656647,"(47.631656647, -122.353744507)",10,2015
"835477",855872,2013323690,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","09/06/2013 11:07:00 AM","09/05/2013 10:30:00 PM","09/06/2013 10:30:00 AM","11XX BLOCK OF NE 47 ST","U","U2","5301.2004",-122.315811157,47.663108826,"(47.663108826, -122.315811157)",9,2013
"297709",1261489,2017304369,"5016",1,"VIOL-COURT ORDER","5000","VIOLATION OF COURT ORDER","08/17/2017 02:08:00 PM","08/17/2017 02:08:00 PM","","4XX BLOCK OF N 36 ST","B","B2","4900.3009",-122.353942871,47.652126312,"(47.652126312, -122.353942871)",8,2017
"1014745",1223769,2013400426,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","11/04/2013 09:26:00 AM","10/30/2013 04:17:00 PM","","13XX BLOCK OF 4 AV","M","M3","8100.2019",-122.335319519,47.608722687,"(47.608722687, -122.335319519)",11,2013
"11747",1044016,2016351318,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","09/27/2016 11:32:00 PM","09/27/2016 08:56:00 PM","","3XX BLOCK OF 9 AV","G","G1","8500.3001",-122.323440552,47.604129791,"(47.604129791, -122.323440552)",9,2016
"1030025",1271668,201785461,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","03/10/2017 03:09:00 PM","03/10/2017 01:06:00 AM","03/10/2017 09:33:00 AM","39XX BLOCK OF 2 AV NE","B","B3","5200.3021",-122.326828003,47.655010223,"(47.655010223, -122.326828003)",3,2017
"62927",1092887,2016434521,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","12/03/2016 01:13:00 AM","12/03/2016 01:13:00 AM","","45 AV S / S OTHELLO ST","S","S2","11101.2017",-122.276687622,47.537055969,"(47.537055969, -122.276687622)",12,2016
"105777",1135533,201757226,"3572",0,"NARC-POSSESS-AMPHETAMINE","3500","NARCOTICS","02/15/2017 11:58:00 PM","02/15/2017 11:58:00 PM","","13 AV S / S LANE ST","G","G3","9000.2033",-122.315933228,47.596652985,"(47.596652985, -122.315933228)",2,2017
"807707",812694,2016163202,"X",69,"VEH-RCVD-FOR OTHER AGENCY","X","VEHICLE THEFT","05/10/2016 06:27:00 PM","05/10/2016 05:50:00 PM","","S HUDSON ST / E MARGINAL WY S","O","O2","9300.3189",-122.339111328,47.557411194,"(47.557411194, -122.339111328)",5,2016
"132349",1160550,2017102641,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","03/23/2017 07:37:00 PM","03/23/2017 07:37:00 PM","","5XX BLOCK OF PINE ST","M","M2","8200.1003",-122.335929871,47.611904144,"(47.611904144, -122.335929871)",3,2017
"892776",926205,2012249909,"2205",0,"BURGLARY-NOFORCE-NONRES","2200","BURGLARY","07/31/2012 06:54:00 PM","07/29/2012 08:30:00 PM","07/31/2012 05:40:00 PM","37XX BLOCK OF E HIGHLAND DR","C","C3","6300.2025",-122.284790039,47.629772186,"(47.629772186, -122.284790039)",7,2012
"262462",1555870,2008265355,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","07/19/2008 12:18:00 PM","07/19/2008 08:30:00 AM","","58XX BLOCK OF ROOSEVELT WY NE","U","U1","4500.1006",-122.317359924,47.671115875,"(47.671115875, -122.317359924)",7,2008
"146205",1173670,2017132665,"1316",4,"THREATS-OTHER","1300","THREATS","04/16/2017 09:04:00 AM","04/16/2017 07:39:00 AM","","47XX BLOCK OF 9 AV NE","U","U2","5200.5000",-122.318389893,47.663566589,"(47.663566589, -122.318389893)",4,2017
"349189",1610398,2015137238,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","04/27/2015 09:26:00 AM","04/26/2015 08:00:00 PM","04/27/2015 09:15:00 AM","81XX BLOCK OF 21 AV NE","U","U1","2500.1010",-122.30544281,47.687438965,"(47.687438965, -122.30544281)",4,2015
"896864",934033,2016235599,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","07/02/2016 11:44:00 AM","07/02/2016 11:00:00 AM","07/02/2016 11:44:00 AM","89XX BLOCK OF AURORA AV N","N","N3","1800.2003",-122.344558716,47.693824768,"(47.693824768, -122.344558716)",7,2016
"528235",412218,201047326,"2304",2,"THEFT-LICENSE PLATE","2300","OTHER PROPERTY","02/10/2010 06:28:00 PM","02/08/2010 12:00:00 PM","02/10/2010 06:20:00 PM","45XX BLOCK OF 42 AV SW","W","W2","10500.4002",-122.385456086,47.561987761,"(47.561987761, -122.385456086)",2,2010
